uid_archive,date,company_code,company,company_type,company_parent_code,company_parent,company_parent_country,sentiment,prominence,partnership,issue_code1,issue_name1,issue_code2,issue_name2,issue_code3,issue_name3,active_country_code1,active_country1,active_country_code2,active_country2,active_country_code3,active_country3,active_country_code4,active_country4,active_country_code5,active_country5,active_country_code6,active_country6,target_country_code1,target_country1,target_country_code2,target_country2,target_country_code3,target_country3,target_country_code4,target_country4,target_country_code5,target_country5,target_country_code6,target_country6,ngo_code1,ngo_name1,ngo_power1,ngo_country_code1,ngo_country1,ngo_code2,ngo_name2,ngo_power2,ngo_country_code2,ngo_country2,ngo_code3,ngo_name3,ngo_power3,ngo_country_code3,ngo_country3,ngo_code4,ngo_name4,ngo_power4,ngo_country_code4,ngo_country4,ngo_code5,ngo_name5,ngo_power5,ngo_country_code5,ngo_country5,country_code_corp,country_corp,corp_industry_sector_code1,corp_industry_sector1,corp_industry_sector_code2,corp_industry_sector2,corp_industry_sector_code3,corp_industry_sector3,isin_corporate_name_official,isin_corporate_name_cleaned,bloomberg_ticker,isin_1,isin_2,isin_3,industry_sector_code1,industry_sector1,industry_sector_code2,industry_sector2,industry_sector_code3,industry_sector3,industry_sector_code4,industry_sector4,report,link1,link2,link3,link4,link5
35283,2010-12-23,1373,Benetton,Parent,1373,Benetton,Italy,-1,2,0,3380,Fashion - supply chain responsibility,3974.0,Sandblasting denim,,,756,Switzerland,,,,,,,,,,,756,Switzerland,,,,,,,,,,,130,Berne Declaration EvB,1.0,756,Switzerland,,,,,,,,,,,,,,,,,,,,,380,Italy,1352,Fashion,1351.0,Textiles,1322.0,Retail,Benetton Group S.p.A,,,,,,1351.0,Textiles,1352.0,Fashion,,,,,", while Lee, Wrangler and Benetton have agreed to stop by the end of 2011. NGOs complain that sandblasting jeans causes silicosis in workers.<br /><em>SIGWatch comment: Clean Clothes and allies in developing countries have been pressing all the leading players in the fashion industry to agree to end sandblasting, especially in developing countries where they say workers are often not properly protected. Once they have secured the cooperation of the big labels, they are likely to start focusing on luxury brands which have yet to comply. Meanwhile Bern Declaration is lobbying for an import ban and for brands to make manufacturers fund disability compensation.</em><br />See",http://www.evb.ch/p25018978.html ,,,,
35281,2010-12-23,1,Monsanto,Parent,1,Monsanto,US,-1,4,0,3211,Ag biotech crops,3611.0,Biotech - regulation and labelling,,,76,Brazil,,,,,,,,,,,76,Brazil,,,,,,,,,,,646,Movimento dos Trabalhadores sem Terra / MST,1.0,76,Brazil,,,,,,,,,,,,,,,,,,,,,840,US,1287,Pesticides,1285.0,Biotechnology,1279.0,Agriculture,Monsanto Co,Monsanto ,MON,US61166W1018,,,1279.0,Agriculture,1285.0,Biotechnology,1296.0,Food & Non-alcoholic Beverages,,, of a public institution and conflicts with public interest.<br />See (in Portuguese),http://www.mst.org.br/Embrapa-e-a-privatizacao-da-neutralidade-cientifica-Horacio-Martins-de-Carvalho,,,,
35281,2010-12-23,1534,EMBRAPA,Parent,1534,EMBRAPA,Brazil,-1,4,0,3211,Ag biotech crops,3611.0,Biotech - regulation and labelling,,,76,Brazil,,,,,,,,,,,76,Brazil,,,,,,,,,,,646,Movimento dos Trabalhadores sem Terra / MST,1.0,76,Brazil,,,,,,,,,,,,,,,,,,,,,76,Brazil,1279,Agriculture,,,,,,,,,,,1279.0,Agriculture,1285.0,Biotechnology,1296.0,Food & Non-alcoholic Beverages,,, of a public institution and conflicts with public interest.<br />See (in Portuguese),http://www.mst.org.br/Embrapa-e-a-privatizacao-da-neutralidade-cientifica-Horacio-Martins-de-Carvalho,,,,
35280,2010-12-23,88,Golden Agri-Resources (GAR),Parent,88,Golden Agri-Resources (GAR),Indonesia,-2,4,0,3618,Financial institutions funding old-growth logging,3670.0,Financial institutions funding nuclear power,3680.0,Financial institutions funding oilsands,756,Switzerland,,,,,,,,,,,756,Switzerland,,,,,,,,,,,492,Greenpeace Switzerland,2.5,756,Switzerland,,,,,,,,,,,,,,,,,,,,,360,Indonesia,1293,Forestry & Paper,1279.0,Agriculture,,,,,,,,,1307.0,Paper,1327.0,Oil,1331.0,Nuclear,,,"In Switzerland, Greenpeace published a harsh attack on UBS Bank for its links to Sinar Mas Group and its subsidiaries Golden Agri Resources and Asia Pulp and Paper (APP). It said UBS was culpable for vast rainforest losses through logging and plantations for paper and palm oil production. It also criticised UBS for financing the coal mining firm Massey Energy, and both UBS and Credit Suisse for continuing to finance oil sands development in Canada.<br /><em>SIGWatch comment: As far as we can see, there is nothing new in these criticisms. Greenpeace has simply collated all the criticisms made by it and other NGOs during the last two years.</em><br />See (in German)",http://www.greenpeace.org/switzerland/Global/switzerland/publications/Greenpeace/2010/2010_UBS_Report_SinarMas.pdf,http://www.greenpeace.org/switzerland/de/News_Stories/Magazin/Schweizer-Banken-auf-dem-Holzweg/,,,
35280,2010-12-23,148,Massey Energy Company,Subsidiary,1111,Alpha Natural Resources,US,-2,2,0,3618,Financial institutions funding old-growth logging,3670.0,Financial institutions funding nuclear power,3680.0,Financial institutions funding oilsands,756,Switzerland,,,,,,,,,,,756,Switzerland,,,,,,,,,,,492,Greenpeace Switzerland,2.5,756,Switzerland,,,,,,,,,,,,,,,,,,,,,840,US,1324,Coal,,,,,Alpha Natural Resources Inc,Alpha Natural Resources ,ANR,US02076X1028,,,1307.0,Paper,1327.0,Oil,1331.0,Nuclear,,,"In Switzerland, Greenpeace published a harsh attack on UBS Bank for its links to Sinar Mas Group and its subsidiaries Golden Agri Resources and Asia Pulp and Paper (APP). It said UBS was culpable for vast rainforest losses through logging and plantations for paper and palm oil production. It also criticised UBS for financing the coal mining firm Massey Energy, and both UBS and Credit Suisse for continuing to finance oil sands development in Canada.<br /><em>SIGWatch comment: As far as we can see, there is nothing new in these criticisms. Greenpeace has simply collated all the criticisms made by it and other NGOs during the last two years.</em><br />See (in German)",http://www.greenpeace.org/switzerland/Global/switzerland/publications/Greenpeace/2010/2010_UBS_Report_SinarMas.pdf,http://www.greenpeace.org/switzerland/de/News_Stories/Magazin/Schweizer-Banken-auf-dem-Holzweg/,,,
35280,2010-12-23,583,UBS Group,Parent,583,UBS Group,Switzerland,-2,4,0,3618,Financial institutions funding old-growth logging,3670.0,Financial institutions funding nuclear power,3680.0,Financial institutions funding oilsands,756,Switzerland,,,,,,,,,,,756,Switzerland,,,,,,,,,,,492,Greenpeace Switzerland,2.5,756,Switzerland,,,,,,,,,,,,,,,,,,,,,756,Switzerland,1336,Finance,,,,,UBS AG,UBS ,UBS,CH0024899483,,,1307.0,Paper,1327.0,Oil,1331.0,Nuclear,,,"In Switzerland, Greenpeace published a harsh attack on UBS Bank for its links to Sinar Mas Group and its subsidiaries Golden Agri Resources and Asia Pulp and Paper (APP). It said UBS was culpable for vast rainforest losses through logging and plantations for paper and palm oil production. It also criticised UBS for financing the coal mining firm Massey Energy, and both UBS and Credit Suisse for continuing to finance oil sands development in Canada.<br /><em>SIGWatch comment: As far as we can see, there is nothing new in these criticisms. Greenpeace has simply collated all the criticisms made by it and other NGOs during the last two years.</em><br />See (in German)",http://www.greenpeace.org/switzerland/Global/switzerland/publications/Greenpeace/2010/2010_UBS_Report_SinarMas.pdf,http://www.greenpeace.org/switzerland/de/News_Stories/Magazin/Schweizer-Banken-auf-dem-Holzweg/,,,
35280,2010-12-23,617,Sinar Mas Group,Parent,617,Sinar Mas Group,Indonesia,-2,4,0,3618,Financial institutions funding old-growth logging,3670.0,Financial institutions funding nuclear power,3680.0,Financial institutions funding oilsands,756,Switzerland,,,,,,,,,,,756,Switzerland,,,,,,,,,,,492,Greenpeace Switzerland,2.5,756,Switzerland,,,,,,,,,,,,,,,,,,,,,360,Indonesia,1307,Paper,1293.0,Forestry & Paper,1279.0,Agriculture,,,,,,,1307.0,Paper,1327.0,Oil,1331.0,Nuclear,,,"In Switzerland, Greenpeace published a harsh attack on UBS Bank for its links to Sinar Mas Group and its subsidiaries Golden Agri Resources and Asia Pulp and Paper (APP). It said UBS was culpable for vast rainforest losses through logging and plantations for paper and palm oil production. It also criticised UBS for financing the coal mining firm Massey Energy, and both UBS and Credit Suisse for continuing to finance oil sands development in Canada.<br /><em>SIGWatch comment: As far as we can see, there is nothing new in these criticisms. Greenpeace has simply collated all the criticisms made by it and other NGOs during the last two years.</em><br />See (in German)",http://www.greenpeace.org/switzerland/Global/switzerland/publications/Greenpeace/2010/2010_UBS_Report_SinarMas.pdf,http://www.greenpeace.org/switzerland/de/News_Stories/Magazin/Schweizer-Banken-auf-dem-Holzweg/,,,
35280,2010-12-23,618,APP Asia Pulp & Paper,Subsidiary,617,Sinar Mas Group,Indonesia,-2,4,0,3618,Financial institutions funding old-growth logging,3670.0,Financial institutions funding nuclear power,3680.0,Financial institutions funding oilsands,756,Switzerland,,,,,,,,,,,756,Switzerland,,,,,,,,,,,492,Greenpeace Switzerland,2.5,756,Switzerland,,,,,,,,,,,,,,,,,,,,,702,Singapore,1307,Paper,1404.0,Packaging,1293.0,Forestry & Paper,,,,,,,1307.0,Paper,1327.0,Oil,1331.0,Nuclear,,,"In Switzerland, Greenpeace published a harsh attack on UBS Bank for its links to Sinar Mas Group and its subsidiaries Golden Agri Resources and Asia Pulp and Paper (APP). It said UBS was culpable for vast rainforest losses through logging and plantations for paper and palm oil production. It also criticised UBS for financing the coal mining firm Massey Energy, and both UBS and Credit Suisse for continuing to finance oil sands development in Canada.<br /><em>SIGWatch comment: As far as we can see, there is nothing new in these criticisms. Greenpeace has simply collated all the criticisms made by it and other NGOs during the last two years.</em><br />See (in German)",http://www.greenpeace.org/switzerland/Global/switzerland/publications/Greenpeace/2010/2010_UBS_Report_SinarMas.pdf,http://www.greenpeace.org/switzerland/de/News_Stories/Magazin/Schweizer-Banken-auf-dem-Holzweg/,,,
35280,2010-12-23,777,Credit Suisse,Parent,777,Credit Suisse,Switzerland,-2,3,0,3618,Financial institutions funding old-growth logging,3670.0,Financial institutions funding nuclear power,3680.0,Financial institutions funding oilsands,756,Switzerland,,,,,,,,,,,756,Switzerland,,,,,,,,,,,492,Greenpeace Switzerland,2.5,756,Switzerland,,,,,,,,,,,,,,,,,,,,,756,Switzerland,1336,Finance,,,,,Credit Suisse Group AG,Credit Suisse ,CS,CH0012138530,,,1307.0,Paper,1327.0,Oil,1331.0,Nuclear,,,"In Switzerland, Greenpeace published a harsh attack on UBS Bank for its links to Sinar Mas Group and its subsidiaries Golden Agri Resources and Asia Pulp and Paper (APP). It said UBS was culpable for vast rainforest losses through logging and plantations for paper and palm oil production. It also criticised UBS for financing the coal mining firm Massey Energy, and both UBS and Credit Suisse for continuing to finance oil sands development in Canada.<br /><em>SIGWatch comment: As far as we can see, there is nothing new in these criticisms. Greenpeace has simply collated all the criticisms made by it and other NGOs during the last two years.</em><br />See (in German)",http://www.greenpeace.org/switzerland/Global/switzerland/publications/Greenpeace/2010/2010_UBS_Report_SinarMas.pdf,http://www.greenpeace.org/switzerland/de/News_Stories/Magazin/Schweizer-Banken-auf-dem-Holzweg/,,,
35279,2010-12-23,1952,Autovia Cáceres-Badajoz,Project,1952,Autovia Cáceres-Badajoz,Spain,-2,4,0,3392,Road building impact,,,,,724,Spain,,,,,,,,,,,724,Spain,,,,,,,,,,,1056,WWF Spain / ADENA,2.5,724,Spain,,,,,,,,,,,,,,,,,,,,,724,Spain,1357,Automotive,1313.0,Construction & Development,1356.0,Transport,,,,,,,1357.0,Automotive,1356.0,Transport,1313.0,Construction & Development,,,"In Spain, WWF petitioned the European Commission to investigate the environmental impact of the C&aacute;ceres-Badajoz highway development. It claimed the road will damage a Natura 2000 protected zone - the Sierra de San Pedro - which is home to several endangered species.<br />See (in Spanish)",http://www.wwf.es/?17460/WWF-denuncia-ante-la-UE-la-Autova-Cceres-Badajoz2,,,,
35278,2010-12-23,1289,ENCE,Parent,1289,ENCE,Spain,-2,4,0,3266,Urban sprawl & greenfield development,3352.0,Plantation forestry (eg. eucalyptus),3392.0,Road building impact,724,Spain,,,,,,,,,,,724,Spain,,,,,,,,,,,336,Ecologistas en Accion,1.5,724,Spain,,,,,,,,,,,,,,,,,,,,,724,Spain,1297,Biofuels,1293.0,Forestry & Paper,,,ENCE,,,,,,1313.0,Construction & Development,1307.0,Paper,1293.0,Forestry & Paper,,,"In Spain, Ecologistas en Accion published a list of the 15 people it blames for causing most damage to biodiversity during 2010. It named the President of the European Commission and the Prime Minister of Spain, several ministers and regional officials and the heads of paper and pulp producer Grupo ENCE and the construction company Sacyr Vallehermoso/Grupo SyV.<br />See (in Spanish)", http://www.ecologistasenaccion.org/article19365.html http://www.ecologistasenaccion.org/IMG/pdf/informe_15_culpables.pdf,,,,
35278,2010-12-23,1951,Sacyr Vallehermoso,Parent,1951,Sacyr Vallehermoso,Spain,-2,4,0,3266,Urban sprawl & greenfield development,3352.0,Plantation forestry (eg. eucalyptus),3392.0,Road building impact,724,Spain,,,,,,,,,,,724,Spain,,,,,,,,,,,336,Ecologistas en Accion,1.5,724,Spain,,,,,,,,,,,,,,,,,,,,,724,Spain,1423,Professional services,1313.0,Construction & Development,1362.0,Waste Handling,Sacyr Vallehermoso SA,Sacyr Vallehermoso ,VLHM,ES0182870214,,,1313.0,Construction & Development,1307.0,Paper,1293.0,Forestry & Paper,,,"In Spain, Ecologistas en Accion published a list of the 15 people it blames for causing most damage to biodiversity during 2010. It named the President of the European Commission and the Prime Minister of Spain, several ministers and regional officials and the heads of paper and pulp producer Grupo ENCE and the construction company Sacyr Vallehermoso/Grupo SyV.<br />See (in Spanish)", http://www.ecologistasenaccion.org/article19365.html http://www.ecologistasenaccion.org/IMG/pdf/informe_15_culpables.pdf,,,,
35277,2010-12-23,1152,First Majestic Silver Corporation,Parent,1152,First Majestic Silver Corporation,Canada,-2,3,0,3579,Mining - impact on indigenous people,,,,,276,Germany,,,,,,,,,,,124,Canada,484.0,Mexico,,,,,,,,,1075,Rettet den Regenwald (Rainforest Rescue),2.0,276,Germany,,,,,,,,,,,,,,,,,,,,,124,Canada,1311,Mining & Metals,1348.0,Metals,,,First Majestic Silver Corp,First Majestic Silver ,,CA32076V1031,,,1348.0,Metals,1311.0,Mining & Metals,,,,,"In Germany, Rettet den Regenwald (Rainforest Rescue) urged supporters to press the Mexican authorities to cancel mining concessions and impose a moratorium on any mining or quarrying in Real de Catorce. It claimed that First Majestic Silver Corporation's operations would result in the destruction of a site of great cultural and spiritual importance to the Native American Huichol (Wixarika) people.<br />See",http://www.rainforest-rescue.org/mailalert/655/silver-for-the-global-market-destruction-for-the-huicholes-in-mexico,,,,
35275,2010-12-23,174,RWE,Parent,174,RWE,Germany,-1,4,0,3693,Access to justice,,,,,276,Germany,,,,,,,,,,,276,Germany,,,,,,,,,,,478,Greenpeace Germany,2.5,276,Germany,,,,,,,,,,,,,,,,,,,,,276,Germany,1315,Energy,1326.0,Gas,,,RWE AG,RWE ,RWE,DE0007037129,,,1279.0,Agriculture,1315.0,Energy,,,,,"In Germany, Greenpeace allied with journalists bodies to demand an improved public information law with lower costs, faster response time and a fewer restrictions on bureaucrats' power to withhold information.<br />See (in German)",http://www.greenpeace.de/themen/sonstige_themen/nachrichten/artikel/gegen_das_qschweigen_der_aemterq_greenpeace_praesentiert_buergerinformationsgesetz/,,,,
35274,2010-12-23,18,AREVA,Parent,18,AREVA,France,-1,2,0,3670,Financial institutions funding nuclear power,,,,,276,Germany,,,,,,,,,,,276,Germany,,,,,,,,,,,898,Urgewald,1.0,276,Germany,,,,,,,,,,,,,,,,,,,,,250,France,1331,Nuclear,1315.0,Energy,,,Areva,,AREVA:FP,,,,1325.0,Power generation,1331.0,Nuclear,1336.0,Finance,,,"In Germany, Urgewald published a report criticising German banks for their links to the international nuclear industry. It said Commerzbank and UniCredit / HypoVereinsbank were the two largest investors.<br />See (in German)",http://www.urgewald.de/index.php?page=3-64-156&amp;artid=349&amp;stwauswahl=,,,,
35274,2010-12-23,65,Vattenfall,Parent,65,Vattenfall,Sweden,-1,2,0,3670,Financial institutions funding nuclear power,,,,,276,Germany,,,,,,,,,,,276,Germany,,,,,,,,,,,898,Urgewald,1.0,276,Germany,,,,,,,,,,,,,,,,,,,,,752,Sweden,1315,Energy,1326.0,Gas,1325.0,Power generation,,,,,,,1325.0,Power generation,1331.0,Nuclear,1336.0,Finance,,,"In Germany, Urgewald published a report criticising German banks for their links to the international nuclear industry. It said Commerzbank and UniCredit / HypoVereinsbank were the two largest investors.<br />See (in German)",http://www.urgewald.de/index.php?page=3-64-156&amp;artid=349&amp;stwauswahl=,,,,
35274,2010-12-23,171,Deutsche Bank,Parent,171,Deutsche Bank,Germany,-2,4,0,3670,Financial institutions funding nuclear power,,,,,276,Germany,,,,,,,,,,,276,Germany,,,,,,,,,,,898,Urgewald,1.0,276,Germany,,,,,,,,,,,,,,,,,,,,,276,Germany,1336,Finance,,,,,Deutsche Bank AG,Deutsche Bank ,DB,DE0005140008,,,1325.0,Power generation,1331.0,Nuclear,1336.0,Finance,,,"In Germany, Urgewald published a report criticising German banks for their links to the international nuclear industry. It said Commerzbank and UniCredit / HypoVereinsbank were the two largest investors.<br />See (in German)",http://www.urgewald.de/index.php?page=3-64-156&amp;artid=349&amp;stwauswahl=,,,,
35274,2010-12-23,174,RWE,Parent,174,RWE,Germany,-1,2,0,3670,Financial institutions funding nuclear power,,,,,276,Germany,,,,,,,,,,,276,Germany,,,,,,,,,,,898,Urgewald,1.0,276,Germany,,,,,,,,,,,,,,,,,,,,,276,Germany,1315,Energy,1326.0,Gas,,,RWE AG,RWE ,RWE,DE0007037129,,,1325.0,Power generation,1331.0,Nuclear,1336.0,Finance,,,"In Germany, Urgewald published a report criticising German banks for their links to the international nuclear industry. It said Commerzbank and UniCredit / HypoVereinsbank were the two largest investors.<br />See (in German)",http://www.urgewald.de/index.php?page=3-64-156&amp;artid=349&amp;stwauswahl=,,,,
